Transcripts	CT1	CT2	CT3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_3583	0.38	0.15	62.5	0	38.85	0	32.03	67.35	8.22	50.53	30.52	53.27	0	29.98	38.88
transcript_3584	140.56	131.39	161.12	0	121.25	135.81	0	0	141.07	179.17	172.98	114.05	172.76	0	150.97
transcript_3585	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0
transcript_3586	15.93	13.01	19.66	13.98	18.35	16.05	12.13	14.7	14.48	15.15	14.21	9.61	7.64	8.34	12.4
transcript_3587	21.17	35.96	35.44	49.12	111.12	49.3	84.38	86.31	25.86	43.08	85.54	91.37	47.81	73.95	42.73
transcript_3588	14.88	15.42	17.58	15.26	11.18	11.69	10.89	13.97	12.91	12.34	12.68	11.16	10.66	9.98	10.8
transcript_3589	0	0	0	0	0	0.29	3.22	0	0	0	0	0	0	0	0
transcript_359	7.12	6.48	7.39	7.95	13.14	9.9	11.51	13.46	6.52	9.22	21.23	17.65	25.18	12.89	16.02
transcript_3590	0	0	0.19	2308.77	1926.98	2169.32	0.35	3044.88	0	0.07	0.29	0.26	2645.6	0.1	2667.12
transcript_3591	5.52	4.61	8.08	3.83	3.89	4.6	3.62	3.37	3.66	4.3	3.05	3.67	2.08	1.41	3.14
transcript_3592	1.52	3.69	2.33	5.34	40.75	6.48	12.23	8.15	4.79	19.57	9.12	23.63	1.26	5.54	6.82
transcript_3593	47.23	57.43	62.04	67.88	96.78	84.92	76.28	115.41	76.92	82.85	61.26	105.13	47.42	78.92	98.21
transcript_3594	126.17	114.87	132.44	0	61.53	0	46.82	0	5.25	123.89	8.56	78.47	67.36	68.98	92.77
transcript_3595	3.61	3.03	2.3	4.43	4.62	3.78	5.96	7.08	5.17	3.58	5.02	6.43	3.11	3.62	5
transcript_3596	11.13	11.33	12.37	10.03	7.7	10.56	10.36	8.15	9.98	11.93	6.29	9.34	5.96	6.24	9.35
transcript_3597	6.32	7.04	9.65	6.42	6.74	6.71	5.53	4.5	6.28	3.58	5.06	5.71	5.1	4.83	4.32
transcript_36	2.35	103.78	107.75	1.75	98.65	1.74	1.32	1.27	1.14	1.35	86.62	119.53	1.86	113.1	2.1
transcript_360	109.67	131.82	107.86	77.21	64.52	93.86	99.82	115.47	124.89	73.2	78.66	96.07	90.69	97.46	115.23
transcript_3600	0.52	0.99	0.24	1.98	6.73	7.48	5.04	120.97	8.75	145.41	16.97	132.89	4.58	10.41	198.88
transcript_3601	32.78	46.8	42.95	26.69	45.46	35.76	25.52	16.66	23.87	20.88	39.79	10.06	11.79	10.92	14.96
transcript_3602	12.03	16.09	16.84	14.86	11.59	12.88	13.4	13.48	9.75	13.8	11.09	11.67	8.44	10.66	12.25
transcript_3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3604	20.74	18.32	20.24	27.01	26.72	39.72	22.2	12.95	38.26	36.89	39.08	35.1	14.32	41.19	31.71
transcript_3605	78.98	14.84	24.39	25.5	130.76	15.82	22.65	26.7	26.39	24.56	154.55	104.52	50.09	27.95	27.14
transcript_3606	186.03	93.44	229.83	88.28	191.74	95.21	196.01	177.11	201.7	237.17	192.61	75.16	78.11	87.61	159.46
transcript_3607	292.4	370.47	490.67	261.51	327.69	258.74	238.59	233.93	254.32	378.29	220.59	339.31	189.76	228.88	275.78
transcript_3608	33.51	20.25	32.88	23.15	22.79	25.91	25.54	30.42	27.94	26.04	31.23	30.21	25	21.74	27.76
transcript_3609	22.35	19.73	36.81	19.91	24.62	22.4	17.91	17.59	15.02	14.25	18.32	15.05	17.61	11.26	13.68
transcript_361	4.82	5.49	5.99	4.56	4.39	5.35	4.9	4.35	6.69	6.6	5.42	4.71	3.84	4.69	5.5
transcript_3610	66.51	45.72	81.86	58.59	57.32	47.41	52.75	51.61	49.02	68.11	47.65	53.48	17.37	16.77	26.82
transcript_3611	5.75	8.37	7.84	3.74	3.57	2.92	3.22	2.33	1.79	3.7	2.6	2.27	1.54	1.71	2.61
transcript_3612	5.68	18.29	9.32	1.12	2.25	1.32	3.45	0.58	2.46	3.88	1.6	1.06	3.46	3.72	2.97
transcript_3613	6.56	8.05	8.42	6.54	9.14	9.86	7.45	6.83	6.07	3.7	5.53	5.18	5.13	6.03	5.57
transcript_3614	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
transcript_3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3616	5.87	5.25	5.75	16.67	11.19	20.47	16.68	32.75	14.02	29.65	21.86	30.89	18.04	24.8	28.82
transcript_3617	0	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3618	8.22	7.19	11.1	10.64	9.97	11.93	16.38	13.59	13.02	22.54	31.09	14.44	60.91	57.09	49.09
transcript_3619	36.99	37.09	41.39	64.58	45.92	25.84	31.45	55.77	43.48	105.01	36.77	37.84	115.86	48.37	120.97
transcript_362	6.77	4.45	7.13	6.46	6.12	4.54	4.43	7.31	6.4	7.6	6.77	5.15	3.99	4.42	5.37
transcript_3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3621	7.05	5.31	8.01	7.19	5	5.27	4.31	7.76	5.87	4.97	6.69	5.65	2.43	3.16	10.33
transcript_3622	141.22	154.64	173.48	167.91	167.17	151.84	194.57	220.32	205.54	225.02	222.89	211.53	319.49	340.9	315.19
transcript_3623	0.25	0.4	0.5	0.49	0.48	1.35	0.95	1.16	0.32	1.57	0.86	0.96	0.76	0.78	0.77
transcript_3624	14.44	16.04	20.99	1.21	5.28	5.52	13.64	3.05	11.01	14.24	7.39	8.87	0.36	6.69	1.15
transcript_3625	3.42	3.97	2.91	2.74	3.25	2.92	4.79	2.39	4.03	2.81	3.02	1.39	1.89	2.2	2.64
transcript_3626	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0
transcript_3627	56.47	28.48	60.83	54.99	47.94	35.84	39.83	44.17	54.79	70.72	51.95	30.04	43.18	39.41	51.68
transcript_3628	0	0	0	0	9651.15	0	8446.26	8481.58	6142.08	6400.8	6676.96	0	0	0	7357.38
transcript_3629	0	0	0	0	0.1	0	0	0	0	0	0.19	0	0	0	0.1
transcript_363	17.1	16.26	18.39	17.22	33.07	14.87	37.38	43.73	77.04	139.41	61.84	77.34	45.63	69.99	88.25
transcript_3630	39.14	0	32.6	39.24	36.24	40.91	0	40.37	0	0	63.57	58.13	52.38	44.06	51.48
transcript_3631	37.33	30.91	32.71	21.51	28.4	30.45	37.63	33.38	30	30.96	51.81	41.4	53.45	36.54	27.09
transcript_3632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3633	9.36	9.84	6.46	18.49	8.72	6.79	16.49	20.1	13.19	12.01	9.62	14.74	7.54	3.83	6.19
transcript_3634	0.48	0.24	0.12	3.59	3.74	8.09	2.51	6.45	2.44	2.82	5.87	27.05	22.99	31.24	4.28
transcript_3635	151.01	51.93	83.12	137.95	52.21	82.72	41.69	68.43	63.5	40.22	39.97	46.88	31.44	67.59	45.87
transcript_3636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3637	8.24	7.3	10.59	7.65	7.64	7.21	6.23	7.64	6.78	6.39	6.82	5.02	7.02	5.57	7.16
transcript_3638	1.65	5.12	2.77	4	3.83	4.51	1.95	1.36	2.57	1.81	4.41	3.48	2	2.24	1.14
transcript_364	54.35	73.88	53.03	77.93	57.83	72.52	69.36	115.1	17.79	80.49	81.96	20.14	47.9	46.11	74.76
transcript_3640	4.36	9.7	5.03	13.7	9.14	11.44	10.68	7.44	32.22	13.04	28.8	14.32	10.99	11.83	15.84
transcript_3641	27.75	29.48	36.73	19.13	30.56	23.87	34.04	28.66	33.77	18.3	28.82	24.94	29.86	27.65	28.72
transcript_3642	51.67	48.95	61.24	46.46	60.11	43.71	39.35	50.77	30.34	51.42	38.56	37.82	37.63	33.79	50.86
transcript_3643	105.43	135.65	124.41	120.74	121.24	113.86	106.35	112.96	104.27	106.7	107.73	107.59	103.94	101.68	108.75
transcript_3644	11.3	15.97	17.01	9.94	27.84	14.01	15.67	25.71	19.36	12.16	24.35	16.85	26.09	30.47	30.48
transcript_3645	121.38	119.68	132.65	98.8	134.39	95.21	104.46	108.96	146.15	104.99	115.31	91.1	85.6	54.8	70.12
transcript_3646	16.16	24.52	18.87	13.96	16	21.1	20.58	31.52	17.89	16.79	21.93	28.55	69.78	66.49	53.23
transcript_3647	3.4	3.72	3.73	11.18	6.54	11.38	9.96	10.59	6.4	5.7	9.91	8.05	9.05	9.27	8.01
transcript_3649	5.19	45.87	45.96	16.53	32.35	10.64	35.08	43.23	31.39	120.21	52.6	35.58	65.31	32.64	19.36
transcript_3650	0.62	6.55	3.45	5.96	2.1	52.94	77.76	116.25	26.29	132.29	116.65	118.14	118.72	143.26	131.93
transcript_3651	8.22	9.55	9.29	10.12	12.26	11.1	12.35	12.58	11	10.63	11.88	10.42	13.15	8.63	11.54
transcript_3652	93.28	186.97	97.42	82.01	79.65	68.22	66.04	69.3	128.06	82.2	44.98	69.33	29.41	94.14	132.64
transcript_3653	48.25	36.45	42.09	31.18	52.31	60.8	95.74	43.71	60.12	41.14	81.43	35.78	156.24	83.53	72.83
transcript_3654	0	1.78	0	0	2.19	0.14	1.01	0.3	0.26	2.66	3.1	1.89	0	0	2.66
transcript_3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3657	11.09	24.87	19.05	8.74	9.18	20.45	12.51	6.02	6.42	14.86	2.98	7.12	3.64	3.13	7.01
transcript_3658	5.55	8.76	4.78	8.22	8.69	18.46	7.23	23.4	7.39	11.3	10.51	18.76	11.99	4.79	10.69
transcript_3659	10.01	10.48	10.8	9.34	8.35	5.46	3.81	6.27	4.73	7.02	6.62	4.43	2.6	3.47	3.39
transcript_3660	36.95	27.99	37.23	36.94	7.05	27.55	0.27	28.03	29.17	23.48	15.8	22.84	8.04	18.32	31.58
transcript_3661	9.15	13.69	13.86	10.85	11.43	11.79	11.08	18.08	15.71	9.79	13.19	13.89	11.47	18.37	21.43
transcript_3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3663	5.51	0.47	5.38	2.1	7.37	3.52	0.5	4.84	0.94	0	4.94	10.23	8.52	1.46	4.99
transcript_3664	16.44	12.24	14.41	12.86	11.31	12.36	10.7	13.12	6.6	10.93	16.23	8.77	25.75	13.95	12.8
transcript_3666	14.22	14.5	18.12	15.63	20.02	19.95	21.92	25.16	24.31	20.24	20.23	26.37	16.07	15.24	20.87
transcript_3667	11.53	14.02	13.13	10.63	10.31	10.16	9.87	8.38	11.66	9.37	8.07	7.71	5.3	2.74	4.79
transcript_3668	15.69	11.47	17.67	13.03	12.31	12.29	11.14	11.84	14.45	14.04	15.38	8.63	15.95	10.62	12.62
transcript_3669	0	3.38	4.13	4.12	4.53	4.16	3.79	2.81	0.03	5.12	2.99	2.23	1.67	0.07	2.97
transcript_367	8.55	12.88	107.37	224.67	43.77	131.78	53.13	208.57	203.1	71.07	295.9	93.14	54.89	23.58	178.41
transcript_3670	2.16	49.45	55.58	56.77	0.24	58.13	0	0	60.62	0	2.17	0	0	77.53	0
transcript_3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3672	3.95	6.91	0.27	0	0	0	1.57	0	7.54	6.03	2.68	0	3.14	2.51	2.41
transcript_3673	15.45	23.17	22.33	23.87	17.9	24.35	15.01	18.96	19.35	19.1	15.15	18.98	4.58	14.2	16.99
transcript_3674	8.47	12.49	12.27	8.76	7.93	9.69	11.71	11.38	9.4	9.27	11.32	12.84	19.43	12.21	20.19
transcript_3676	90.56	109.88	159.74	123.35	134.75	91.99	100.1	105.61	100.82	132.58	83.31	156.88	94.54	143.24	141.27
transcript_3677	331.14	253.11	149.53	199.42	220.32	268.6	169.92	193.56	283.37	210.94	205.24	187.8	180.41	173	135.1
transcript_3678	8.68	6.35	8.49	5.8	7.53	6.31	5.91	6.47	8.59	10.67	5.28	4.39	5.16	4.85	4.99
transcript_3679	87.22	97.28	82.16	53.88	68.04	89.1	104.24	80.84	49.55	70.21	102.88	77.54	67.04	52.26	95.59
transcript_368	3.42	2.61	6.27	3.21	5.37	2.64	3.87	6.55	4.4	2.34	6.8	3.6	9.74	10.39	9.32
transcript_3680	65.86	3.43	176.86	125.15	77.28	135.54	116.78	67.99	97.8	81.13	44.4	87.29	90.12	279.18	50.43
transcript_3681	56.3	64.94	0.52	49.5	45.63	44.4	43.89	0	0	42.31	52	33.18	25.07	0	40.05
transcript_3682	27.65	37.96	36.1	27.19	51.41	42.65	45.48	31.36	45.82	46.65	48.62	28.76	40	30.32	42.8
transcript_3683	7461.1	7481.86	7341.75	3582.22	5417.22	4001.2	4216.95	5507.27	3936.01	1908.23	2827.2	3568.91	1261.42	1293.31	4114.7
transcript_3684	3.83	0	0	2.85	0.21	0	3.83	1.43	0	0	0	0.1	7.39	0	0
transcript_3686	4.48	4.09	5.23	4.58	4.3	3.85	7.58	6.99	5.95	3.27	3.53	5.87	5.93	7.56	5.37
transcript_3687	9.27	4.8	0	4.44	8.55	0	7.14	0	0	5.14	0	5.61	25.34	9.39	0
transcript_3688	92.63	136.25	129.92	152.12	178.86	184.46	124.78	127.89	179.48	140.6	173.52	145.96	160.26	177.61	150.73
transcript_3689	14.83	6.26	7.89	2.26	12.66	3.46	14.87	11.3	11.61	9.73	7.46	7.82	35.56	5.99	4.26
transcript_369	24.19	25.2	25.17	21.32	17.22	30.86	26.88	23.47	26.05	14.68	17.7	24.64	14.86	12.3	19.97
transcript_3690	21.1	22.57	25.18	21.11	20.74	17.95	25.62	23.13	17.73	21.07	24.04	23.65	36.12	34.85	26.52
transcript_3691	15.08	0	78.01	49.5	73.85	69.34	82.91	67.39	89.05	0	0.08	77.14	45.37	80.97	0
transcript_3692	28.52	24.49	20.03	77.52	68.28	66.37	70.53	42	46.91	27.2	25.92	36.91	8.97	7.11	9.95
transcript_3693	3.77	3.38	4.25	4.03	34.24	3.09	47.71	56.33	47.38	3.19	4.45	4.48	85.08	68.52	8.21
transcript_3694	1.42	0	3.43	0.63	2.35	0.47	1.34	1.55	3.84	2.56	1.88	0.86	5.41	2.44	0
transcript_3695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_3696	1.54	1.56	2.04	14.95	13.6	15.87	12.8	17.74	6.06	10.97	10.71	30.95	9.84	10.91	7.28
transcript_3698	9.02	11.86	13.79	13.73	29.32	18.13	18.56	40.47	23.02	12.57	30.73	18.74	24.25	38.19	37.35
transcript_3699	0	0	0	0	0	0	0	0	0	0.8	2.78	0	0	0	0
transcript_37	6.62	5.33	6.33	13.34	12.37	11.36	19.26	33.84	18.84	37.46	31.46	32.56	45.56	46.89	42.67
transcript_370	228.65	3.94	332.87	4.57	13	421.54	405.32	3.9	6.7	431.76	8.9	6.65	2.71	4.91	471.58
transcript_3700	38.35	35.42	57.03	43.43	38.29	38.01	34.34	36.39	53.09	52.29	38.29	43.32	22.97	30.49	37.35
transcript_3701	76.57	59.87	68.28	63.18	81.11	43.2	71.59	48.49	63.86	78.83	50.81	66.52	38.99	53.82	68.29
transcript_3702	17.77	18.34	23.5	15.83	26.81	25.07	26.24	22.5	23.17	16.03	34.59	17.08	34.78	20.66	19.87
transcript_3703	0	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0
transcript_3704	36.55	55.67	9.94	8.24	5.69	26.43	17.27	28.79	42.07	284.29	227.54	76.97	107.42	161.92	251.09
transcript_3705	151.45	153.57	235.75	199.53	111.47	119.9	167.94	167.45	126.08	100.11	102.48	202.73	12.01	8.63	17.57
transcript_3706	60.7	89.3	63.67	63.91	93.77	99.94	85.93	62.27	86.55	54.97	83.4	67.22	71.15	51.93	57.26
transcript_3707	23.44	51.15	56.06	62.63	58.15	56.4	72.59	94.05	81.87	96.57	64.88	128.62	32.43	605.71	61.74
transcript_3708	28.88	21.52	30.58	25.29	27.91	23.13	22.19	17.82	30.3	27.33	24.52	18.66	13.08	7.32	20.31
transcript_3709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_371	12.37	15.43	19.51	79.14	46.7	80.64	73.78	144.14	169.49	64.24	117.66	58.23	20.91	62	58.93
transcript_3710	334.24	4.22	1.61	7.72	179.53	431.13	236.08	3.9	14.69	12.24	24.69	238.92	0.81	597.37	20.33
transcript_3712	59.26	72.88	33.62	35.61	19.6	49.18	45.77	38.54	44.03	24.12	30.21	37.66	10.14	10.15	11.27
transcript_3713	0	0	51.34	72.1	2.32	0	0	0	0	0	0	0	61.53	0	0
transcript_3714	30.81	42.69	49.94	75.95	63.15	52.84	64.81	38.9	53.12	32.94	41.67	36.3	46.77	30.33	24.88
transcript_3715	8.29	9.12	12.11	8.8	13.34	9.07	10.43	12.19	10.68	7.35	10.22	8.65	12.95	10.05	12.14
transcript_3716	1.44	5.73	184.9	6.57	285.71	402.53	618.14	28.42	478.27	13.36	436.46	522.59	507.57	3.8	526.2
transcript_3718	64.98	71.8	82.91	60.53	69.99	56.78	66.41	74.82	70.75	57.01	59.11	52.84	52.4	58.15	70.66
transcript_3719	0	0	0	468.88	338.48	317.14	0	537.55	0	0	0	0	664.97	0	551.46
transcript_372	1.78	401.53	7.07	461.91	530.33	2.48	0	423.77	549.05	0.79	458.15	396.68	405.62	495.07	1.9
transcript_3720	13.2	10.93	13.5	13.97	4.4	2.6	3.42	2.43	7.07	9.28	11.24	8.87	2.57	2.34	7.31
transcript_3721	0	0	0	0	0	0	2.24	0	0.59	0	0	0	0	0	0
transcript_3723	12.54	9.47	13.96	13.87	10.17	13.45	16.34	22.56	14.81	12.79	23.69	18.27	49.83	41.54	36.73
transcript_3724	10.73	10.6	13.98	16.56	12.26	14.02	12.89	15.01	15.17	15.19	14.33	14.49	12.05	7.53	14.01
transcript_3725	0	3165.33	3137.41	0.26	0	5159.65	5343.17	0	5439.8	3306.55	5547.93	5630.26	5143.84	0	4727.49
transcript_3726	3.19	3.02	3.65	1.37	1.25	0.08	0	0.14	0	0	0	1.7	4.19	2.21	0.47
transcript_3727	0	0	16.63	0	0	0	0	0	0	0	0	0	0	204.92	0
transcript_3728	14	0.07	51.84	0.08	0	0.08	0.08	1.86	0	0.13	0.12	0	0	0.09	81.84
transcript_3729	6.87	22.02	0	0	0	0	11.41	0	15.65	2.41	35.02	0	0	16.68	0
transcript_373	73.69	0.13	14.02	0.92	1.67	0.95	0.6	76.59	1.28	0.91	0.85	3.02	51.61	5.14	2.35
transcript_3730	55.43	23.13	79.91	24.97	25.21	56.44	26.08	25.26	32.26	25.99	30.55	25.21	40.14	35.97	36.49
transcript_3731	31.87	38.08	48.34	35.43	42.21	30.16	34.78	30.62	32.35	31.26	24.53	29.44	20.56	17.4	24.26
transcript_3732	0.58	1.52	0.98	1.67	2.01	1.67	4.86	1.73	1.57	2.07	3.72	1.13	3.23	2.19	6.51
transcript_3733	3.22	6.01	11.38	10.6	2.35	4.51	7.85	5.04	2	9.87	0	0.89	0.79	4.26	0.46
transcript_3734	0.49	0.21	0	0.98	0.5	1	3.03	4.78	1.28	4.19	3.67	3.15	17.72	21.21	16.65
transcript_3735	50.55	44.93	60.91	82.1	63.57	66.06	106.85	138.58	108.43	105.84	141.69	122.6	269.14	255.8	237.92
transcript_3736	73.23	0	44.15	0	0	0	0	0	0	0	0	17.62	0	69.65	0
transcript_3737	390.19	993.49	744.23	0	1227.69	0	775.71	853.65	657.91	377.42	505.4	411.64	1172.56	953.67	589.24
transcript_3738	24.95	43.69	0	45.19	32.58	35.54	43.66	26.74	52.68	79.65	63.21	54.53	107.96	89.59	0.01
transcript_3739	6.48	7.67	8.53	6.7	8.04	7.51	7.55	8.66	5.92	7.26	7.39	6.18	9.22	8.91	6.28
transcript_374	2.42	4.7	3.56	3.57	5.49	3.27	2.64	2.43	2.64	2.53	2.43	2.48	0.95	2.16	2.4
transcript_3740	0	25.34	60.67	35.61	0	0	15.8	0	0	0	0	0	37.49	68.52	0
transcript_3741	28.24	40.38	33.6	26.29	32.01	37.96	32.24	33.4	35.16	41.25	48.2	38.12	87.35	45.79	47.9
transcript_3742	99.02	126.63	146.07	90.45	84.93	52.39	261.5	125.48	86.29	74.93	81.05	84.6	425.62	311.37	332.98
transcript_3743	0	0	211.57	0	211.32	231.76	224.69	0	220.22	0	213.77	253.02	252.28	0	232.56
transcript_3744	0	292.07	0	0	0	0	323.52	0	457.22	241.52	0	0	0	0	0
transcript_3745	70.25	83.85	92.08	78.64	71.9	63.14	66.53	80.72	76.69	106.01	96.09	66.49	59.04	102.77	104.93
transcript_3746	0.8	1.65	1.34	1.69	1.35	1.7	1.6	1.3	1.35	1.49	1.36	1.05	0.71	0.42	0.72
transcript_3747	6.39	9.42	4.17	8	20.39	6.19	26.97	12.4	26.45	14.3	9.04	21.99	9.09	49.72	38.95
transcript_3748	6.74	4.68	6.21	7.12	8.31	6.89	7.05	6.91	6.37	6.57	7.76	5.95	11	8.62	14.63
transcript_3749	11.43	5.75	0	1.79	1.16	3.41	17.6	32.74	61.51	65.08	6.19	4.6	20.77	11.83	31.02
transcript_375	2.29	0.97	2.4	3.17	1.2	1.94	1.51	1.61	3.28	1.08	1.14	1	1.65	0.89	1.58
transcript_3750	19.46	31.54	15.5	35.02	29.11	39.09	23.99	27.52	20.1	18.33	20.44	26.91	8.11	8.12	10.06
transcript_3751	1.59	2.27	2.43	1.91	1.18	1.61	1.19	1.72	0.83	1.02	1.23	1.2	1.86	1.51	0.91
transcript_3752	7	9.46	10.72	7.97	8.67	8.74	7.54	7.23	7.62	7.4	8.46	5.85	8.4	7.84	7.85
transcript_3753	4.23	4.71	4.87	3.27	3.7	4.44	2.25	2.92	3.74	3.71	1.74	2.05	1.58	1.29	0.72
transcript_3754	3.16	3.31	4.11	2.07	1.7	2.04	1.95	2.66	2.03	2.05	1.64	2.12	0.79	0.77	1.25
transcript_3755	21.6	32.51	24.71	14.29	20.16	14.84	27.34	16.75	23.2	28.15	29.38	21.24	18.45	19.77	17.34
transcript_3756	25.23	18.58	7.42	19.34	19.79	12.14	46.67	31.22	2.38	5.7	6.9	3.53	2.84	0.68	0
transcript_3757	11.04	12.75	15.27	8.29	10	9.77	6.41	5.37	5.36	9.52	3.27	6.11	1.28	1.19	3.45
transcript_3758	15.58	15.46	17.5	9.49	13.35	8.31	10.93	11.97	7.99	11.51	11.01	10.62	8.91	8.05	12.58
transcript_3759	36.07	27.3	43.71	32.32	24.95	22.18	30.13	38.41	35.66	44.08	22.21	29.32	25.37	27.48	36.48
transcript_376	1.09	1.39	1.17	0.89	1.07	0.76	1.17	0.62	0.65	0.95	0.57	0.74	0.57	0.57	0.71
transcript_3760	13.58	6	0	15.79	0	0	0	0	0	2.56	0	0	0	24.89	0
transcript_3761	13.61	15.8	17.04	20.48	18.35	17.31	21.84	20.9	16.45	21.46	14.48	17.42	10.58	8.31	12.5
transcript_3762	6.45	8.85	6.43	8.56	6.93	9.18	4.45	7.53	3.69	6.92	4.84	4.4	2.84	0.88	5.69
transcript_3763	663.35	879.56	625.84	646.74	476.65	372.06	487.67	462.93	590.73	639.06	448.84	634.49	420.66	548.44	618.63
transcript_3764	22.86	24.19	36.6	15.74	13.11	11.91	9.04	10.04	22.24	19	12.55	10.15	9.98	10.36	13.16
transcript_3765	19.42	24.77	35.95	14.67	25.63	22.8	29.21	24.45	22.2	26.64	18.97	16.74	28.77	11.28	31.45
transcript_3766	4.43	5.57	4.7	5.47	5.87	4.31	2.15	2.06	4.33	1.4	0.93	1.29	0.09	0.14	0.28
transcript_3767	6.03	6.51	7.72	18.34	15.16	17.47	21.3	21.97	20.21	22.65	20.6	22.95	15.31	12.79	18.99
transcript_3769	8.48	0.65	111.78	117.31	120.76	135.92	112.02	118.45	107	85.78	148.47	2.53	12.49	0	125.09
transcript_377	6.25	7.98	7.43	4.46	6.36	5.7	4.15	5.16	4.72	4.48	4.48	4.02	2.2	1.52	1.96
transcript_3770	9975.89	0	13045.66	10199.45	12694.29	10263.5	11049.62	8828.06	7114.55	10119.75	10696.31	10421.04	0	8261.71	11127.26
transcript_3771	7.36	134.75	78.95	54.03	13.1	51.1	46.44	60.89	5.62	101.5	58.81	6.36	51.47	113.43	4.85
transcript_3772	6.1	7.79	7.95	12.24	13.35	17.1	10.98	16.78	16.87	11.16	11.72	23.88	7.03	6	11.95
transcript_3773	6.91	7.81	7.57	5.01	5.98	5.33	4.2	3.26	4.02	6.09	2.84	2.55	0.49	0.88	1.64
transcript_3774	39.85	36.1	36.84	51.24	46.75	105.42	98.14	83.79	71.72	73.57	100.94	57.6	194.36	121.17	142.85
transcript_3775	3.5	3.37	6.6	62.93	80.53	186.81	183.56	209.78	116.14	166.65	408.1	135.22	461.29	482.02	419.3
transcript_3776	125.35	146.88	120.01	101.37	112.32	51.55	32.13	63.48	67.13	106.32	38.64	40.47	17.45	20.87	71.16
transcript_3777	11.33	13.22	14.94	9.49	14.18	10.74	8.56	7.48	8.87	7.6	9.48	4.62	3.55	2.32	3.63
transcript_3778	15.42	18.65	23.41	17.14	21.31	17.97	17.27	14.29	17.96	15.87	19.73	11.47	13.71	11.54	13.42
transcript_3779	3.93	4.28	3.88	3.8	3.54	3.24	4.3	5.92	5	1.9	5.06	4.27	10.22	8.07	7.02
transcript_378	3.73	5.72	5.72	5.12	4.71	6.72	8.25	9.15	8.33	8.02	9.41	7.39	12.96	11.13	11.72
transcript_3780	8.58	5.63	11.35	20.42	11.9	8.29	11.67	10.95	12.94	19.49	7.18	12.68	5.82	4.09	12.89
transcript_3781	18.92	11.15	21.51	35.27	24.71	29.59	28.23	38.41	42.81	57.98	50.87	19.47	22.5	24.73	26.02
transcript_3782	15.06	11.73	17.05	12.89	13.71	10.06	12.63	12.45	8.12	10.36	10.61	11.16	20.2	11.64	11.65
transcript_3783	5.24	6	7.92	6.54	4.18	6.97	6.07	7.8	7.8	10.03	7.05	10.92	5.71	3.56	10.15
transcript_3784	4.78	4.37	6.46	3.68	4.91	3.83	4.56	7.96	4.02	3.66	5.36	4.95	5.27	14.21	11.3
transcript_3785	0.21	0.97	5.18	1.39	13.06	5.92	10.02	0.47	3.7	2	14.89	13.07	21.75	0.97	12.23
transcript_3786	3.48	5.56	5.31	3.58	3.99	2.52	5.09	3.25	4.81	3.76	4.47	3.89	4.06	3.93	3.88
transcript_3787	4.04	3.23	4.99	4.83	3.85	3.35	4.35	3.37	3.14	2.99	3.65	3.32	4.02	2.14	3.03
transcript_3788	1009.75	1233.56	1142.06	1586.58	1419.11	1138.92	1048.35	1323.33	1181.61	883.11	1143.28	984.45	1362.52	1276.96	786.27
transcript_3789	5.19	7.49	5.2	6.32	5.65	3.88	5.96	5.72	13.08	10.3	28.77	14.15	5.54	6.47	12.85
transcript_379	6.72	4.05	5.61	6.24	3.67	5.14	3	3.26	3.54	2.41	2.78	2.74	1.81	3.64	1.43
transcript_3790	15.97	28.39	48.76	26.52	60.67	34.59	24.32	19.46	15.02	19.01	21.98	11.3	10.44	9.77	8.74
transcript_3791	42.21	51.38	31.36	20.22	16.48	24.76	11.46	18.13	15.67	21.82	12.74	16.66	20.82	14.52	17.57
transcript_3792	6.93	11.04	10.74	20.12	11.35	13.45	17.59	21.16	8.36	10.4	12.89	22.24	4.54	4.19	8.82
transcript_3793	6.39	10.54	6.29	8.39	11.23	7.32	10.41	12.45	9.52	2.74	10.36	6.26	4.6	10.33	8.71
transcript_3794	12.5	10.93	27.77	12.07	19.61	18.09	12.39	13.4	13.29	7.79	13.85	11.35	20.78	17.83	17.49
transcript_3795	0	18.04	48.6	35.45	40.22	0	34.33	0	39.97	30.49	51.54	0	0	45.21	0
